Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,10.858353
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,5.352746
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,11.813349
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,0.0
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,5.590652
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,16.993316
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,22.840176
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,17.059994
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,5.593467
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,17.360106
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,17.955739
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,4.448003
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,8.653139
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,8.600301
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,8.443094
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,8.285691
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,8.224022
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,16.345879
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,3.700278
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,19.647137
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,19.320685
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,,Percent,7.69586
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Female,Percent,8.058667
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Female,Percent,7.907639
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Female,Percent,7.789375
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,38.71842
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,9.553836
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,9.599693
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,18.703825
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,18.637592
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,18.883958
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,37.703836
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,8.688097
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,45.195697
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,43.402778
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Naryn,Male,Percent,17.711654
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,,Percent,0.0
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,,Percent,2.148043
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,,Percent,4.345181
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,,Percent,7.250755
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,,Percent,2.649638
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,,Percent,2.590741
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,,Percent,6.776751
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,Male,Percent,0.0
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,Male,Percent,4.880906
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,Male,Percent,11.227125
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,Male,Percent,17.884822
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,Male,Percent,6.378365
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,Male,Percent,6.510417
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh,Male,Percent,16.669445
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,5.755727
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,5.701579
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,5.350455
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,5.483659
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,10.582571
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,5.259006
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,30.616931
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,10.404745
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,10.041169
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,5.102301
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,4.923198
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,,Percent,4.641233
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,13.294337
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,13.486177
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,12.292563
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,11.875074
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,23.419204
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,11.546011
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,66.55574
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,22.606533
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,21.746222
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,11.318619
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,10.5241
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Talas,Male,Percent,10.310341
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,6.682348
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,9.966399
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,4.774409
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,3.330447
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,6.30517
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,4.936728
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,3.206927
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,3.181016
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,3.310107
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,,Percent,1.539219
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Female,Percent,2.70966
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Female,Percent,3.153977
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Female,Percent,9.577932
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Female,Percent,6.113964
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Male,Percent,10.548801
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Male,Percent,19.312476
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Male,Percent,9.819967
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Male,Percent,3.527835
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Male,Percent,13.373901
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Male,Percent,6.325911
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Male,Percent,6.583712
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Chui,Male,Percent,3.081379
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,1.915843
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,3.29511
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,3.061062
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,7.233404
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,2.298164
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,2.218414
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,3.875561
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,1.662704
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,1.669542
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,3.29857
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,2.162723
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,2.126042
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),,Percent,2.024005
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,1.07118
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,1.059558
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,1.017491
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,4.280822
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,6.68342
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,6.186434
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,14.513261
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,4.34967
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,4.50121
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,6.875688
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,3.41328
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,3.486669
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,5.71311
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,4.530781
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,3.338452
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,4.205612
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,5.264266
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,7.598784
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,2.618418
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,7.900766
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,2.629849
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,2.666667
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,8.157938
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,5.178932
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,2.512879
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,2.492274
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,7.657554
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),,Percent,2.617458
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,10.292301
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,15.067048
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,5.023106
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,15.020277
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,5.037022
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,5.200208
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,16.2584
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,10.437869
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,4.948046
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,5.088023
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,16.135105
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Osh (city),Male,Percent,5.567309
